interaction_id,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,reward,arm,previously_contacted,pdays_since_previous,age_group
35643,33,unemployed,married,basic.4y,no,no,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35644,48,services,married,high.school,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35645,40,admin.,single,high.school,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35646,40,admin.,single,high.school,no,yes,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35647,41,blue-collar,divorced,basic.9y,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35648,30,admin.,single,high.school,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35649,30,admin.,single,high.school,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35650,28,technician,single,professional.course,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35651,30,admin.,single,high.school,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35652,39,technician,married,professional.course,no,yes,yes,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35653,26,student,single,high.school,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35654,41,unemployed,married,professional.course,no,no,no,may,mon,4,1,success,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,1,10,40_49
35655,56,retired,married,high.school,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35656,41,blue-collar,married,basic.9y,no,yes,yes,may,mon,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35657,38,blue-collar,married,basic.4y,unknown,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35658,39,technician,single,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35659,34,blue-collar,married,basic.6y,unknown,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35660,38,admin.,single,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35661,34,admin.,married,university.degree,no,no,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35662,37,admin.,divorced,university.degree,unknown,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35663,37,admin.,divorced,university.degree,unknown,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35664,43,technician,married,professional.course,no,yes,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,40_49
35665,24,student,single,high.school,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35666,58,management,married,university.degree,no,no,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35667,55,services,married,high.school,no,no,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35668,58,management,married,university.degree,no,no,no,may,mon,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35669,58,management,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35670,53,management,divorced,professional.course,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35671,38,admin.,single,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35672,38,technician,married,university.degree,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35673,32,management,single,university.degree,unknown,yes,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35674,41,technician,single,high.school,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35675,31,blue-collar,single,basic.9y,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35676,41,management,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35677,50,housemaid,married,basic.9y,no,no,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35678,57,retired,divorced,university.degree,no,no,no,may,mon,6,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35679,25,student,single,high.school,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35680,56,technician,single,professional.course,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35681,37,self-employed,single,basic.4y,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35682,43,blue-collar,married,basic.4y,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35683,36,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35684,46,admin.,single,university.degree,no,yes,no,may,mon,5,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,40_49
35685,33,blue-collar,single,high.school,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35686,25,student,single,high.school,no,yes,no,may,mon,8,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35687,26,services,single,basic.9y,no,no,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35688,46,admin.,married,high.school,no,yes,yes,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35689,34,self-employed,single,university.degree,no,yes,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35690,35,housemaid,married,university.degree,no,unknown,unknown,may,mon,7,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35691,37,admin.,single,university.degree,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35692,37,services,married,professional.course,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35693,40,admin.,single,high.school,no,yes,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35694,46,blue-collar,married,basic.9y,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35695,47,services,single,high.school,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35696,50,admin.,married,high.school,no,yes,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35697,27,services,single,high.school,no,yes,yes,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35698,32,blue-collar,divorced,basic.4y,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35699,40,entrepreneur,married,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35700,45,admin.,divorced,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35701,39,admin.,single,university.degree,no,yes,yes,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35702,42,services,single,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35703,29,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35704,25,admin.,single,high.school,no,no,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35705,46,admin.,single,university.degree,no,no,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35706,46,admin.,single,university.degree,no,yes,yes,may,mon,5,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35707,27,admin.,divorced,high.school,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35708,33,technician,single,high.school,no,unknown,unknown,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35709,35,blue-collar,single,high.school,no,yes,no,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35710,36,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35711,43,blue-collar,single,professional.course,no,no,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35712,33,technician,married,professional.course,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35713,41,blue-collar,married,basic.9y,no,yes,yes,may,mon,8,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35714,35,technician,single,professional.course,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35715,25,student,single,high.school,no,yes,yes,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35716,39,self-employed,married,high.school,no,yes,no,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35717,48,services,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35718,34,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35719,48,blue-collar,married,basic.4y,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35720,45,services,married,high.school,no,no,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35721,53,management,married,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35722,36,blue-collar,married,basic.4y,unknown,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35723,43,blue-collar,married,basic.4y,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35724,26,student,single,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35725,31,technician,married,professional.course,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35726,36,student,single,unknown,unknown,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35727,58,management,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35728,38,technician,single,professional.course,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35729,29,admin.,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,under_30
35730,34,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35731,29,technician,single,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35732,24,blue-collar,single,basic.9y,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35733,52,blue-collar,married,basic.9y,unknown,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35734,34,blue-collar,married,basic.9y,no,yes,no,may,mon,2,1,success,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,1,11,30_39
35735,36,admin.,married,high.school,unknown,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35736,37,self-employed,single,basic.4y,no,no,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35737,38,technician,single,professional.course,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35738,44,unemployed,married,basic.9y,no,no,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35739,36,services,single,high.school,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35740,48,services,married,unknown,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35741,41,admin.,single,high.school,no,no,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35742,42,technician,single,university.degree,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35743,33,entrepreneur,single,university.degree,no,no,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35744,38,technician,single,basic.9y,no,no,no,may,mon,7,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35745,28,services,divorced,high.school,no,yes,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35746,33,technician,single,professional.course,no,yes,yes,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35747,29,admin.,married,high.school,no,yes,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35748,49,technician,married,high.school,unknown,no,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35749,41,admin.,single,high.school,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35750,47,services,married,high.school,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35751,38,admin.,single,high.school,no,no,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35752,22,technician,single,basic.9y,no,no,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,under_30
35753,52,admin.,divorced,high.school,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,50_59
35754,32,services,married,high.school,unknown,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35755,33,admin.,married,university.degree,no,yes,yes,may,mon,12,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,30_39
35756,49,retired,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35757,57,services,married,high.school,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35758,38,admin.,married,high.school,no,unknown,unknown,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35759,31,services,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35760,41,admin.,single,high.school,unknown,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,40_49
35761,33,technician,married,professional.course,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35762,26,admin.,single,university.degree,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35763,47,admin.,single,university.degree,no,no,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35764,36,admin.,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35765,25,technician,single,professional.course,no,unknown,unknown,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35766,41,admin.,divorced,high.school,no,yes,no,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,40_49
35767,29,admin.,married,high.school,no,yes,no,may,mon,10,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,under_30
35768,51,technician,married,high.school,no,yes,no,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35769,33,technician,married,professional.course,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35770,23,admin.,single,high.school,no,no,no,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35771,33,admin.,single,university.degree,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35772,30,technician,single,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35773,41,admin.,single,high.school,no,no,yes,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,40_49
35774,37,admin.,married,high.school,no,no,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35775,24,technician,married,professional.course,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35776,26,student,single,high.school,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35777,43,blue-collar,married,basic.4y,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35778,37,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35779,25,blue-collar,single,basic.9y,no,unknown,unknown,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35780,33,admin.,married,university.degree,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35781,29,admin.,single,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35782,33,entrepreneur,single,university.degree,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35783,24,management,single,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35784,25,student,single,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35785,38,technician,single,basic.9y,no,yes,no,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35786,23,services,married,basic.9y,unknown,yes,no,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35787,33,admin.,single,university.degree,no,no,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35788,27,unemployed,married,high.school,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35789,29,technician,single,university.degree,no,no,no,may,mon,7,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35790,30,admin.,single,university.degree,no,yes,yes,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35791,33,technician,single,professional.course,no,no,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35792,47,entrepreneur,married,professional.course,no,unknown,unknown,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35793,33,technician,married,professional.course,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,30_39
35794,56,technician,single,professional.course,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35795,36,admin.,single,university.degree,no,no,no,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,30_39
35796,56,blue-collar,married,basic.4y,no,no,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35797,31,blue-collar,single,high.school,no,yes,no,may,mon,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35798,35,admin.,single,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35799,28,admin.,single,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35800,37,admin.,divorced,university.degree,unknown,yes,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35801,33,admin.,single,university.degree,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35802,41,management,married,high.school,no,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35803,32,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35804,52,admin.,divorced,high.school,no,yes,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35805,55,admin.,divorced,unknown,unknown,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35806,46,admin.,single,university.degree,no,no,yes,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35807,47,services,divorced,high.school,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35808,44,blue-collar,single,basic.9y,no,no,no,may,mon,4,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35809,41,unemployed,married,professional.course,no,yes,no,may,mon,7,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35810,46,technician,divorced,professional.course,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35811,58,management,divorced,university.degree,no,yes,no,may,mon,9,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,50_59
35812,30,services,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35813,37,management,divorced,university.degree,no,yes,no,may,mon,3,1,success,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,1,9,30_39
35814,31,technician,married,university.degree,no,yes,no,may,mon,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,30_39
35815,26,entrepreneur,single,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,under_30
35816,32,admin.,married,high.school,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35817,57,admin.,single,high.school,no,unknown,unknown,may,mon,7,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,50_59
35818,43,admin.,divorced,high.school,no,yes,no,may,mon,8,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,telephone,0,,40_49
35819,58,admin.,married,university.degree,no,yes,no,may,mon,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,50_59
35820,43,blue-collar,married,unknown,unknown,no,no,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35821,41,technician,single,high.school,no,yes,no,may,mon,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,40_49
35822,25,unemployed,married,university.degree,no,no,no,may,mon,8,1,success,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,1,10,under_30
35823,55,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35824,53,blue-collar,married,professional.course,no,no,yes,may,mon,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,50_59
35825,46,services,single,professional.course,unknown,no,yes,may,mon,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,40_49
35826,32,services,married,high.school,unknown,no,no,may,mon,3,1,success,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,1,10,30_39
35827,32,blue-collar,married,basic.9y,unknown,no,no,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,cellular,0,,30_39
35828,52,admin.,divorced,basic.9y,no,no,yes,may,mon,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,cellular,0,,50_59
35829,40,technician,single,professional.course,no,yes,no,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,1,cellular,0,,40_49
35830,44,technician,married,professional.course,no,yes,no,may,fri,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
35831,43,entrepreneur,married,professional.course,no,yes,yes,may,fri,1,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,cellular,0,,40_49
